episode,name,line
3x19 - Everything Must Go,Lily,"Marshall, I am proud of my work as an artist. My paintings are good. I bet Robin would buy one. What now?
"
3x19 - Everything Must Go,Marshall,"I love your painting, I just... I'm trying to be realistic.
"
3x19 - Everything Must Go,Lily,"Well, how much money do we need for the contractor to finish the job?
"
3x19 - Everything Must Go,Marshall,"About 1,500 bucks.
"
3x19 - Everything Must Go,Lily,"Okay. So, if I can sell three of my paintings at 500 bucks a pop, then I get to keep all my clothes.
"
3x19 - Everything Must Go,Marshall,"Babe, we need money fast.
"
3x19 - Everything Must Go,Lily,"Well, give me a week.
"
3x19 - Everything Must Go,Marshall,"Okay, a-a week.
"
3x19 - Everything Must Go,Lily,"Fine.
"
3x19 - Everything Must Go,Marshall,"Fine.
"
3x19 - Everything Must Go,Ted,"Pulling... Them... Off.
"
3x19 - Everything Must Go,Lily,"You do?
"
3x19 - Everything Must Go,Lily,"It's not for sale! My clothes are not for sale!
"
3x19 - Everything Must Go,Lily,"We've been sitting here for hours and nobody's even glanced at my painting. Come on. Let's start talking it up.
"
3x19 - Everything Must Go,Robin,"Wow! I really like that painting! It's neat! The-the colors are neat. The-the shapes are neat. It's really just... neat. What?
"
3x19 - Everything Must Go,Ted,"Observe. I think there's a dynamic quality to the brushwork that, combined with the fluid composition, creates an almost Kandinsky-like emotional resonance.
"
3x19 - Everything Must Go,Robin,"Yes, and you can still enjoy it even if you're not a pretentious douche.
"
3x19 - Everything Must Go,Ted,"Can you clarify something for me about your critique? Are the colors ""neat"" or are they more ""neato burrito?""
"
3x19 - Everything Must Go,Robin,"Uh, then again, red cowboy boots.
"
3x19 - Everything Must Go,Ted,"I pull these off! (
"
3x19 - Everything Must Go,Barney,"What?
"
3x19 - Everything Must Go,Barney,"You know what I hate most about Ted?
"
3x19 - Everything Must Go,Barney,"How he's always like, ""Oh, I want to fall in love and have a relationship. I care about the people I have sex with."" He's so lame.
"
3x19 - Everything Must Go,Barney,"You know what he needs? He needs to see just how horrible he is when he's in a relationship.
"
3x19 - Everything Must Go,Barney,"I think so.
"
3x19 - Everything Must Go,Lily,"Painting for sale! $500! Lifelong dream hanging in the balance! It's like they don't even see us.
"
3x19 - Everything Must Go,Lily,"Oh, I'm trying to fix the hardwood floors in my new apartment. You?
"
3x19 - Everything Must Go,Lily,"Do you like heroin?
"
3x19 - Everything Must Go,Lily,"Thanks for your honesty, Crazy Sock Guy. Oh, I'm never gonna sell this...
"
3x19 - Everything Must Go,Lily,"500 bucks! Who's a real painter now, Marshall?
"
3x19 - Everything Must Go,Marshall,"Honey, I never said you weren't a real painter.
"
3x19 - Everything Must Go,Lily,"Oh, I know, sweetie. And since I'm a professional artist now, I'm going to sketch you an Aldrin original, you know, to say thanks for being such a supportive husband. I'm thinking about calling it... ""Suck It!""
"
3x19 - Everything Must Go,Marshall,"Lily, come on. I'm proud of you. Who-who bought it?
"
3x19 - Everything Must Go,Lily,"Well, that's the best part. A gay couple without kids. A G-CWOK!
"
3x19 - Everything Must Go,Ted,"You bagged a G-CWOK?!
"
3x19 - Everything Must Go,Lily,"Yeah, that's right. They are the heart and soul of the art-buying community.
"
3x19 - Everything Must Go,Ted,"You know what you should do? You should call up the G-CWOKs and offer them a free painting if they throw a private art party for all their G-CWOK friends.
"
3x19 - Everything Must Go,Lily,"That's an amazing idea. I'm going to go call them. I can probably sell two more paintings with time to spare. Oh, wait, Marshall. There was something I had to tell you. What was it? Oh, that's right. Suck it.
"
3x19 - Everything Must Go,Barney,"Ted, fancy bumping into you here. Have you guys met my girlfriend Abby?
"
3x19 - Everything Must Go,Ted,"Uh, yeah.
"
3x19 - Everything Must Go,Barney,"Hi, Abby.
"
3x19 - Everything Must Go,Ted,"Hello, Abby. So, uh, s-so you guys are dating now?
"
3x19 - Everything Must Go,Barney,"That's right. I am done with this whole being awesome thing. Now I'm all about farmers' markets and day hikes in matching khaki cargo shorts. Isn't that right, sweetie?
"
3x19 - Everything Must Go,Barney,"Abby and I are in love. Not hot passionate love. Couple love. You know, movie night with my girlfriend, then waiting for her to go to bed so I can steal one pitiful moment of hollow ecstasy by the cold, blue light of my computer monitor.
"
3x19 - Everything Must Go,Barney,"You don't have to say it, though.
"
3x19 - Everything Must Go,Ted,"Uh, okay, Barney, you can stop.
"
3x19 - Everything Must Go,Barney,"Stop what, Ted? Stop being in love? Next he'll ask us to stop breathing.
"
3x19 - Everything Must Go,Ted,"Um, Barney, I, I see what you're doing. Please stop.
"
3x19 - Everything Must Go,Barney,"Not before I share with you what being in a relationship leads to, Ted. Abby, Pookie Bear... I am so pathetically desperate for you that... aw, heck, I'll just say it. Would you marry me?
"
3x19 - Everything Must Go,Barney,"I would never joke about true love.
"
3x19 - Everything Must Go,Barney,"Okay.
"
3x19 - Everything Must Go,Barney,"That's you.
"
3x19 - Everything Must Go,Ted,"Uh, yeah, I don't think Abby knows you're kidding.
"
3x19 - Everything Must Go,Barney,"Uh, yes, she does.
"
3x19 - Everything Must Go,Barney,"Totally committed to the bit.
"
3x19 - Everything Must Go,Lily,"Yes, Lily Aldrin. I sold you the painting earlier today.
"
3x19 - Everything Must Go,Lily,"You sound happy.
"
3x19 - Everything Must Go,Lily,"Well, I just wanted to offer you an exclusive chance to view some of my other paintings.
"
3x19 - Everything Must Go,Lily,"What?
"
3x19 - Everything Must Go,Lily,"So... y-you didn't like my painting?
"
3x19 - Everything Must Go,Lily,"Okay. Well, if you didn't want the painting, can I... can I at least get it back?
"
3x19 - Everything Must Go,Lily,"Where is it? I see. H-He threw out my painting.
"
3x19 - Everything Must Go,Lily,"This is great. My dream of becoming an artist is dead, and now I'm watching my wardrobe disappear piece by piece. There goes my favorite dress. This dress meant a lot to me.
"
3x19 - Everything Must Go,Robin,"Really?
"
3x19 - Everything Must Go,Lily,"Yeah. It was spring of 2004 and I had been having a hard few months.
"
3x19 - Everything Must Go,Lily,"I got a two-syllable ""damn"" in this dress.
"
3x19 - Everything Must Go,Robin,"A two-syllable ""damn."" That's the dream.
"
3x19 - Everything Must Go,Lily,"Yeah. Now she belongs to... CanadaGirl(a)MetroNewsOne.com.
"
3x19 - Everything Must Go,Robin,"It's still in the family.
"
3x19 - Everything Must Go,Marshall,"Lily, you're not going to believe this. Something amazing happened.
"
3x19 - Everything Must Go,Lily,"What?
"
3x19 - Everything Must Go,Marshall,"I went to the G-CWOK's apartment.
"
3x19 - Everything Must Go,Lily,"Really? Why?
"
3x19 - Everything Must Go,Marshall,"Because I felt guilty. This auction was my idea and now you've had to sit around all day while a bunch of vultures ruthlessly pick apart the carcass of your wardrobe.
"
3x19 - Everything Must Go,Robin,"It's still in the family.
"
3x19 - Everything Must Go,Marshall,"And more importantly, I honestly love that painting and I couldn't stand to think of it in a trashcan someplace.
"
3x19 - Everything Must Go,Lily,"Well, what happened?
"
3x19 - Everything Must Go,Marshall,"Hi, um... Lawrence. I-I'm here about the painting my wife Lily solyou-- the one in the nice frame.
"
3x19 - Everything Must Go,Lily,"Yeah, we get it. Gay guys like you.
"
3x19 - Everything Must Go,Marshall,"No, Lily, they love me, but that's not the important part.
"
3x19 - Everything Must Go,Ted,"Here's the important part.
"
3x19 - Everything Must Go,Ted,"Since you're clearly a man of impeccable taste and style, I-I came down here to ask youwhat do you think of the boots?
"
3x19 - Everything Must Go,Ted,"I'll be in the cab.
"
3x19 - Everything Must Go,Ted,"G-CWOK-approved.
"
3x19 - Everything Must Go,Lily,"The painting!
"
3x19 - Everything Must Go,Marshall,"Right, so, um, they told me they threw it in the building's Dumpster.
"
3x19 - Everything Must Go,Marshall,"It wasn't in there, but the super told me that he'd seen one Dr. Greer-- a veterinarian who works in the building-- take the painting out of the trash.
"
3x19 - Everything Must Go,Lily,"Dr. Greer? Who's Dr. Greer a-and why did he take my painting?
"
3x19 - Everything Must Go,Marshall,"You're about to find out.
"
3x19 - Everything Must Go,Lily,"Ooh, we don't need the details.
"
3x19 - Everything Must Go,Lily,"Really? Dogs like my paintings?
"
3x19 - Everything Must Go,Marshall,"Anyway, because your first painting worked so well, I convinced Dr. Greer to buy four more.
"
3x19 - Everything Must Go,Lily,"Really?
"
3x19 - Everything Must Go,Marshall,"Mm-hmm, at $500 a piece.
"
3x19 - Everything Must Go,Lily,"That's two grand. That's more than we need for the contractor.
"
3x19 - Everything Must Go,Marshall,"Yeah, but I was actually thinking we could reinvest it.
"
3x19 - Everything Must Go,Lily,"In what?
"
3x19 - Everything Must Go,Marshall,"In you.
"
3x19 - Everything Must Go,Lily,"Well, it's not exactly the clientele I had in mind, but... thank you for believing in me.
"
3x19 - Everything Must Go,Marshall,"Man, birds do not get you.
"
3x19 - Everything Must Go,Barney,"Hey, I think I left my tie here. Have you seen it?
"
3x19 - Everything Must Go,Barney,"Yeah, that was a bit. We were doing a bit.
"
3x19 - Everything Must Go,Barney,"Abby, I've... I've got some bad news. I can't marry you.
"
3x19 - Everything Must Go,Barney,"Ted begged me not to. I think he's in love with you.
"
3x19 - Everything Must Go,Barney,"Yes, our plan worked better than we ever dreamed. You have to go to him. Here's his home address. But you know what? He works late, so I wouldn't go before 2:00 or 3:00 in the morning.
"
3x19 - Everything Must Go,Barney,"Oh, yeah, I wouldn't worry about that. That's made of candy. Later.
"
3x19 - Everything Must Go,Marshall,"Hey, go to lilyandmarshallselltheirstuff.com or charityfolks.com.
"
3x19 - Everything Must Go,Lily,"We're having an auction to rise money for the children's hospital of Los Angeles
"
3x19 - Everything Must Go,Marshall,"You could get tons of cool stuff on the sell and they all use for great cause.
"
3x19 - Everything Must Go,Marshall,"Thanks.
"
1x20 - Best Prom Ever,Marshall,"Van Smoot is available.
"
1x20 - Best Prom Ever,Lily,"Oh, my God!
"
1x20 - Best Prom Ever,Marshall,"There was a cancellation two months from now.
"
1x20 - Best Prom Ever,Lily,"You want to have our wedding in two months? No. It's impossible.
"
1x20 - Best Prom Ever,Marshall,"It's Van Smoot, Lily. It's the dream!
"
1x20 - Best Prom Ever,Lily,"No, there's just not enough time. There's no way... Oh! Mini-vomit.
"
1x20 - Best Prom Ever,Marshall,"Okay, look, look, look. I know that it's sudden, but check it. If we don't take this, guess who's on their way with a deposit check.
"
1x20 - Best Prom Ever,Lily,"Todd and Valerie?
"
1x20 - Best Prom Ever,Marshall,"We got to make a decision. Todd and Valerie are in motion. Van Smoot!
"
1x20 - Best Prom Ever,Lily,"Oh! Kids, color!
"
1x20 - Best Prom Ever,Marshall,"Come on, come on, come on.
"
1x20 - Best Prom Ever,Marshall,"Todd. Valerie. Stairs.
"
1x20 - Best Prom Ever,Lily,"I can't believe it. We got Van Smoot House.
"
1x20 - Best Prom Ever,Marshall,"It is on. It is on! Like the former Soviet Republic of Azerbaijan.
"
1x20 - Best Prom Ever,Robin,"What?
"
1x20 - Best Prom Ever,Marshall,"You're a wonder.
"
1x20 - Best Prom Ever,Ted,"Wow! You guys are getting married in two months.
"
1x20 - Best Prom Ever,Robin,"How are you going to get everything done?
"
1x20 - Best Prom Ever,Lily,"Division of labor. Everyone's got a job to do, so listen up. Okay, Robin, you and Ted go to the florist.
"
1x20 - Best Prom Ever,Ted,"Was it...?
"
1x20 - Best Prom Ever,Robin,"It was your girlfriend. You might want to call her back.
"
1x20 - Best Prom Ever,Lily,"Or, actually, Robin, why don't you go to the florist? And, Ted, I could use your keen architectural eye on... on the invitations.
"
1x20 - Best Prom Ever,Marshall,"Wow. That was really awkward, Lil. And still. It's still really awkward right now.
"
1x20 - Best Prom Ever,Barney,"Hey, what about me? What's my job? What do I get to do?
"
1x20 - Best Prom Ever,Lily,"Okay, your job is very simple. At the wedding, do not sleep with anyone even remotely related to me.
"
1x20 - Best Prom Ever,Barney,"Lil, you know I can't promise that.
"
1x20 - Best Prom Ever,Marshall,"Shh! Shh! Look how cute she looks. All tuckered out. Hey, babe. Hey, little one. Hey, Lilypad.
"
1x20 - Best Prom Ever,Lily,"Crap! Band! We forgot a band! It's just gonna be silence and then people chewing.
"
1x20 - Best Prom Ever,Marshall,"Shh! Shh! Baby, don't worry about it. I called The 88!
"
1x20 - Best Prom Ever,Lily,"Who?
"
1x20 - Best Prom Ever,Marshall,"The 88. They're this awesome band. They played my law review party. They were found guilty. On three counts of rocking.
"
1x20 - Best Prom Ever,Ted,"I saw them two months ago at my cousin Bonzo's wedding, they were great.
"
